IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
158.101.131.218,8880,8880,false,NRT,Asia Pacific,Tokyo,88,9.22
140.238.35.78,2095,2095,false,NRT,Asia Pacific,Tokyo,72,9.21
168.138.200.155,8880,8880,false,NRT,Asia Pacific,Tokyo,69,9.21
158.179.178.145,2083,2083,true,NRT,Asia Pacific,Tokyo,106,9.21
132.145.115.17,2096,2096,true,NRT,Asia Pacific,Tokyo,75,9.21
140.238.35.138,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.21
140.238.50.99,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.20
141.147.166.95,8443,8443,true,NRT,Asia Pacific,Tokyo,161,9.20
158.101.152.221,8443,8443,true,NRT,Asia Pacific,Tokyo,86,9.20
158.101.143.49,2095,2095,false,NRT,Asia Pacific,Tokyo,124,9.20
130.162.164.9,443,443,true,FRA,Europe,Frankfurt,198,9.20
158.101.144.189,8443,8443,true,NRT,Asia Pacific,Tokyo,160,9.20
168.138.197.222,80,80,false,NRT,Asia Pacific,Tokyo,71,9.20
150.230.219.168,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.19
141.147.167.102,2052,2052,false,NRT,Asia Pacific,Tokyo,73,9.19
131.186.56.188,2053,2053,true,NRT,Asia Pacific,Tokyo,151,9.19
158.101.158.251,2082,2082,false,NRT,Asia Pacific,Tokyo,112,9.18
131.186.35.189,2053,2053,true,NRT,Asia Pacific,Tokyo,134,9.18
158.101.146.165,2087,2087,true,NRT,Asia Pacific,Tokyo,152,9.18
158.101.137.96,2082,2082,false,NRT,Asia Pacific,Tokyo,72,9.18
168.138.212.40,2083,2083,true,NRT,Asia Pacific,Tokyo,79,9.18
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,118,9.18
132.145.123.14,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.18
131.186.47.223,8880,8880,false,NRT,Asia Pacific,Tokyo,70,9.17
140.83.36.42,2053,2053,true,NRT,Asia Pacific,Tokyo,72,9.17
