IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
158.179.189.235,2053,2053,true,NRT,Asia Pacific,Tokyo,105,9.15
143.47.244.245,443,443,true,FRA,Europe,Frankfurt,202,9.15
168.138.198.202,8880,8880,false,NRT,Asia Pacific,Tokyo,72,9.15
168.138.209.244,8880,8880,false,NRT,Asia Pacific,Tokyo,68,9.15
150.230.219.168,2095,2095,false,NRT,Asia Pacific,Tokyo,70,9.14
141.147.181.242,2086,2086,false,NRT,Asia Pacific,Tokyo,71,9.14
158.101.137.96,8080,8080,false,NRT,Asia Pacific,Tokyo,84,9.14
158.179.184.166,2053,2053,true,NRT,Asia Pacific,Tokyo,212,9.14
140.83.36.42,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.13
168.138.211.131,2087,2087,true,NRT,Asia Pacific,Tokyo,77,9.13
132.145.117.216,2053,2053,true,NRT,Asia Pacific,Tokyo,120,9.13
132.145.122.95,2083,2083,true,NRT,Asia Pacific,Tokyo,88,9.12
140.238.61.78,8880,8880,false,NRT,Asia Pacific,Tokyo,69,9.12
140.238.32.238,2095,2095,false,NRT,Asia Pacific,Tokyo,76,9.12
131.186.38.135,2086,2086,false,NRT,Asia Pacific,Tokyo,88,9.12
158.101.140.255,2083,2083,true,NRT,Asia Pacific,Tokyo,112,9.12
132.145.122.95,8080,8080,false,NRT,Asia Pacific,Tokyo,69,9.12
158.101.144.189,2096,2096,true,NRT,Asia Pacific,Tokyo,70,9.11
131.186.47.255,2096,2096,true,NRT,Asia Pacific,Tokyo,92,9.11
130.162.180.107,443,443,true,FRA,Europe,Frankfurt,179,9.11
140.238.50.99,8443,8443,true,NRT,Asia Pacific,Tokyo,141,9.11
143.47.226.76,443,443,true,FRA,Europe,Frankfurt,201,9.10
158.101.149.52,2053,2053,true,NRT,Asia Pacific,Tokyo,232,9.09
158.101.146.160,2082,2082,false,NRT,Asia Pacific,Tokyo,109,9.08
141.147.183.96,2095,2095,false,NRT,Asia Pacific,Tokyo,69,9.07
140.238.41.167,2087,2087,true,NRT,Asia Pacific,Tokyo,93,9.07
132.145.123.238,2095,2095,false,NRT,Asia Pacific,Tokyo,71,9.07
141.147.189.23,2095,2095,false,NRT,Asia Pacific,Tokyo,71,9.07
141.147.179.211,80,80,false,NRT,Asia Pacific,Tokyo,76,9.06
158.179.186.234,80,80,false,NRT,Asia Pacific,Tokyo,70,9.06
132.145.127.21,80,80,false,NRT,Asia Pacific,Tokyo,71,9.05
141.147.191.211,2087,2087,true,NRT,Asia Pacific,Tokyo,157,9.05
141.147.107.102,443,443,true,EWR,North America,Newark,179,9.05
141.147.174.7,80,80,false,NRT,Asia Pacific,Tokyo,71,9.04
158.179.189.106,2095,2095,false,NRT,Asia Pacific,Tokyo,78,9.04
132.145.113.148,2052,2052,false,NRT,Asia Pacific,Tokyo,74,9.04
131.186.35.189,2087,2087,true,NRT,Asia Pacific,Tokyo,74,9.03
132.145.121.242,80,80,false,HKG,Asia Pacific,Hong Kong,129,9.03
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.03
140.238.54.164,2053,2053,true,NRT,Asia Pacific,Tokyo,108,9.02
132.145.112.168,8080,8080,false,NRT,Asia Pacific,Tokyo,72,9.02
132.145.121.242,2083,2083,true,HKG,Asia Pacific,Hong Kong,178,9.02
158.101.143.49,80,80,false,NRT,Asia Pacific,Tokyo,121,9.02
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,100,9.02
158.179.182.19,2087,2087,true,NRT,Asia Pacific,Tokyo,160,9.02
158.101.131.218,2082,2082,false,NRT,Asia Pacific,Tokyo,76,9.02
132.145.125.86,2096,2096,true,NRT,Asia Pacific,Tokyo,71,9.02
158.179.179.70,2052,2052,false,NRT,Asia Pacific,Tokyo,69,9.01
158.179.176.239,2082,2082,false,NRT,Asia Pacific,Tokyo,71,9.01
132.145.121.34,2083,2083,true,NRT,Asia Pacific,Tokyo,239,9.01
141.147.162.71,2053,2053,true,NRT,Asia Pacific,Tokyo,181,9.01
140.238.34.208,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.01
140.238.61.78,2087,2087,true,NRT,Asia Pacific,Tokyo,166,9.01
146.235.210.182,2053,443,true,SJC,North America,San Jose,179,9.00
144.21.42.227,443,443,true,FRA,Europe,Frankfurt,183,9.00
131.186.61.45,2053,2053,true,NRT,Asia Pacific,Tokyo,114,9.00
132.145.113.148,2083,2083,true,NRT,Asia Pacific,Tokyo,149,8.99
140.238.50.32,8080,8080,false,NRT,Asia Pacific,Tokyo,75,8.99
131.186.56.188,2096,2096,true,NRT,Asia Pacific,Tokyo,138,8.99
131.186.36.248,2086,2086,false,NRT,Asia Pacific,Tokyo,78,8.98
168.138.206.109,8443,8443,true,NRT,Asia Pacific,Tokyo,80,8.98
158.101.144.34,2053,2053,true,NRT,Asia Pacific,Tokyo,182,8.97
141.147.175.230,8080,8080,false,NRT,Asia Pacific,Tokyo,70,8.97
158.179.189.235,8080,8080,false,NRT,Asia Pacific,Tokyo,70,8.97
140.238.44.118,2096,2096,true,NRT,Asia Pacific,Tokyo,91,8.97
168.138.207.64,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.97
130.162.172.187,443,443,true,FRA,Europe,Frankfurt,251,8.97
141.147.178.115,2087,2087,true,NRT,Asia Pacific,Tokyo,270,8.96
141.147.178.115,2095,2095,false,NRT,Asia Pacific,Tokyo,86,8.96
158.101.158.251,2087,2087,true,NRT,Asia Pacific,Tokyo,83,8.96
141.148.231.144,443,443,true,FRA,Europe,Frankfurt,198,8.96
158.101.137.96,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.96
158.101.150.74,2083,2083,true,NRT,Asia Pacific,Tokyo,122,8.96
138.3.222.204,2095,2095,false,NRT,Asia Pacific,Tokyo,74,8.95
131.186.37.191,8443,8443,true,NRT,Asia Pacific,Tokyo,126,8.95
132.145.127.51,2083,2083,true,NRT,Asia Pacific,Tokyo,69,8.95
141.147.183.96,2053,2053,true,NRT,Asia Pacific,Tokyo,321,8.95
132.145.123.159,8080,8080,false,NRT,Asia Pacific,Tokyo,76,8.95
140.238.44.118,2095,2095,false,NRT,Asia Pacific,Tokyo,72,8.94
158.179.189.106,8443,8443,true,NRT,Asia Pacific,Tokyo,240,8.93
138.3.216.67,8880,8880,false,NRT,Asia Pacific,Tokyo,92,8.93
141.147.167.44,8443,8443,true,NRT,Asia Pacific,Tokyo,141,8.92
158.179.186.138,2083,2083,true,NRT,Asia Pacific,Tokyo,85,8.92
141.147.165.179,2052,2052,false,NRT,Asia Pacific,Tokyo,69,8.92
158.179.189.106,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.92
168.138.208.17,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.92
168.138.215.188,2095,2095,false,NRT,Asia Pacific,Tokyo,76,8.91
132.226.5.76,8443,8443,true,NRT,Asia Pacific,Tokyo,73,8.91
141.147.174.7,2052,2052,false,NRT,Asia Pacific,Tokyo,68,8.91
158.101.137.74,8080,8080,false,NRT,Asia Pacific,Tokyo,85,8.91
132.145.112.247,2086,2086,false,NRT,Asia Pacific,Tokyo,69,8.90
140.238.34.208,2087,2087,true,NRT,Asia Pacific,Tokyo,72,8.90
143.47.242.92,443,443,true,FRA,Europe,Frankfurt,209,8.90
140.238.33.165,2083,2083,true,NRT,Asia Pacific,Tokyo,111,8.90
158.101.155.158,8880,8880,false,NRT,Asia Pacific,Tokyo,96,8.90
132.145.121.175,2096,2096,true,NRT,Asia Pacific,Tokyo,130,8.89
158.101.144.34,2052,2052,false,NRT,Asia Pacific,Tokyo,102,8.88
168.138.205.195,2082,2082,false,NRT,Asia Pacific,Tokyo,71,8.88
141.147.191.132,80,80,false,NRT,Asia Pacific,Tokyo,70,8.88
140.238.40.136,80,80,false,NRT,Asia Pacific,Tokyo,71,8.88
138.3.212.226,8080,8080,false,NRT,Asia Pacific,Tokyo,72,8.88
141.147.182.76,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.87
140.238.50.99,2095,2095,false,NRT,Asia Pacific,Tokyo,73,8.87
129.146.247.85,2053,443,true,LAX,North America,Los Angeles,206,8.87
138.3.222.204,2083,2083,true,NRT,Asia Pacific,Tokyo,104,8.87
132.145.120.197,2053,2053,true,NRT,Asia Pacific,Tokyo,129,8.87
150.230.109.252,2083,2083,true,NRT,Asia Pacific,Tokyo,91,8.87
140.238.39.33,2086,2086,false,NRT,Asia Pacific,Tokyo,72,8.86
141.147.178.202,8443,8443,true,NRT,Asia Pacific,Tokyo,167,8.86
131.186.34.11,8080,8080,false,NRT,Asia Pacific,Tokyo,69,8.85
132.145.126.21,2083,2083,true,NRT,Asia Pacific,Tokyo,67,8.85
132.145.120.197,2095,2095,false,NRT,Asia Pacific,Tokyo,71,8.85
140.238.35.138,80,80,false,NRT,Asia Pacific,Tokyo,69,8.85
168.138.207.64,2086,2086,false,NRT,Asia Pacific,Tokyo,69,8.84
140.238.54.166,8880,8880,false,NRT,Asia Pacific,Tokyo,71,8.84
168.138.205.195,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.84
140.238.35.138,2096,2096,true,NRT,Asia Pacific,Tokyo,96,8.84
131.186.61.45,2052,2052,false,NRT,Asia Pacific,Tokyo,72,8.84
158.179.179.70,2087,2087,true,NRT,Asia Pacific,Tokyo,102,8.83
168.138.208.164,8880,8880,false,NRT,Asia Pacific,Tokyo,70,8.83
140.83.35.198,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.83
138.3.212.226,2087,2087,true,NRT,Asia Pacific,Tokyo,81,8.83
141.147.179.211,2095,2095,false,NRT,Asia Pacific,Tokyo,73,8.83
141.147.178.202,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.83
168.138.195.31,8080,8080,false,NRT,Asia Pacific,Tokyo,69,8.83
131.186.34.244,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.83
158.179.180.233,80,80,false,NRT,Asia Pacific,Tokyo,70,8.82
140.238.32.238,2083,2083,true,NRT,Asia Pacific,Tokyo,83,8.82
158.101.149.81,2083,2083,true,NRT,Asia Pacific,Tokyo,119,8.82
158.179.186.251,2086,2086,false,NRT,Asia Pacific,Tokyo,82,8.81
158.179.188.159,80,80,false,NRT,Asia Pacific,Tokyo,82,8.81
141.147.167.44,2095,2095,false,NRT,Asia Pacific,Tokyo,70,8.80
141.147.174.7,8880,8880,false,NRT,Asia Pacific,Tokyo,70,8.80
158.101.147.4,80,80,false,NRT,Asia Pacific,Tokyo,69,8.80
141.147.168.159,8080,8080,false,NRT,Asia Pacific,Tokyo,74,8.79
138.3.212.226,80,80,false,NRT,Asia Pacific,Tokyo,71,8.79
141.147.164.54,2082,2082,false,NRT,Asia Pacific,Tokyo,93,8.79
158.101.145.246,2096,2096,true,NRT,Asia Pacific,Tokyo,129,8.78
130.162.184.141,443,443,true,FRA,Europe,Frankfurt,177,8.78
158.179.188.175,2096,2096,true,NRT,Asia Pacific,Tokyo,101,8.77
140.238.44.118,8443,8443,true,NRT,Asia Pacific,Tokyo,136,8.77
168.138.209.244,2087,2087,true,NRT,Asia Pacific,Tokyo,84,8.77
131.186.40.31,8080,8080,false,HKG,Asia Pacific,Hong Kong,132,8.77
140.238.34.208,2095,2095,false,NRT,Asia Pacific,Tokyo,69,8.77
141.147.179.64,2087,2087,true,NRT,Asia Pacific,Tokyo,184,8.76
140.83.38.243,2083,2083,true,NRT,Asia Pacific,Tokyo,93,8.76
140.238.36.216,80,80,false,NRT,Asia Pacific,Tokyo,72,8.76
141.147.179.64,2082,2082,false,NRT,Asia Pacific,Tokyo,72,8.76
158.101.139.42,8080,8080,false,NRT,Asia Pacific,Tokyo,72,8.76
141.147.185.149,8080,8080,false,NRT,Asia Pacific,Tokyo,76,8.76
140.238.35.195,2083,2083,true,NRT,Asia Pacific,Tokyo,124,8.76
158.101.144.34,8443,8443,true,NRT,Asia Pacific,Tokyo,156,8.76
131.186.41.82,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.75
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,70,8.75
150.230.221.219,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.75
132.145.125.86,80,80,false,NRT,Asia Pacific,Tokyo,69,8.75
158.101.154.70,2082,2082,false,NRT,Asia Pacific,Tokyo,86,8.74
131.186.39.42,8880,8880,false,NRT,Asia Pacific,Tokyo,71,8.74
140.238.54.164,80,80,false,NRT,Asia Pacific,Tokyo,70,8.74
140.238.33.94,2082,2082,false,NRT,Asia Pacific,Tokyo,69,8.74
158.179.180.233,2053,2053,true,NRT,Asia Pacific,Tokyo,136,8.74
158.101.150.74,2095,2095,false,NRT,Asia Pacific,Tokyo,85,8.74
168.138.205.38,2083,2083,true,NRT,Asia Pacific,Tokyo,78,8.74
158.101.147.4,8443,8443,true,NRT,Asia Pacific,Tokyo,191,8.74
140.238.36.216,8443,8443,true,NRT,Asia Pacific,Tokyo,78,8.74
141.147.72.199,443,443,true,FRA,Europe,Frankfurt,185,8.73
138.3.216.67,2096,2096,true,NRT,Asia Pacific,Tokyo,97,8.73
168.138.202.203,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.72
132.145.121.175,8880,8880,false,NRT,Asia Pacific,Tokyo,69,8.72
140.238.58.42,8443,8443,true,NRT,Asia Pacific,Tokyo,79,8.72
158.101.159.212,2053,2053,true,NRT,Asia Pacific,Tokyo,161,8.72
131.186.35.189,2095,2095,false,NRT,Asia Pacific,Tokyo,72,8.71
131.186.45.88,2096,2096,true,NRT,Asia Pacific,Tokyo,208,8.70
140.238.61.224,2083,2083,true,NRT,Asia Pacific,Tokyo,129,8.70
138.3.223.70,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.69
140.83.34.230,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.69
141.147.162.204,2052,2052,false,NRT,Asia Pacific,Tokyo,68,8.69
138.3.214.43,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.68
158.179.184.166,2096,2096,true,NRT,Asia Pacific,Tokyo,249,8.68
150.230.222.185,2086,2086,false,NRT,Asia Pacific,Tokyo,69,8.68
138.3.212.144,2083,2083,true,NRT,Asia Pacific,Tokyo,97,8.67
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,93,8.67
158.101.140.154,2095,2095,false,NRT,Asia Pacific,Tokyo,71,8.67
193.123.69.3,443,443,true,CDG,Europe,Paris,113,8.66
140.238.52.141,8880,8880,false,NRT,Asia Pacific,Tokyo,70,8.65
141.147.185.149,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.65
130.162.161.82,443,443,true,FRA,Europe,Frankfurt,175,8.65
158.101.149.52,2052,2052,false,NRT,Asia Pacific,Tokyo,74,8.65
168.138.202.203,2053,2053,true,NRT,Asia Pacific,Tokyo,109,8.65
138.3.211.101,8880,8880,false,NRT,Asia Pacific,Tokyo,70,8.65
141.147.176.200,80,80,false,NRT,Asia Pacific,Tokyo,70,8.65
140.83.38.243,80,80,false,NRT,Asia Pacific,Tokyo,72,8.64
132.145.126.204,2053,2053,true,NRT,Asia Pacific,Tokyo,72,8.64
168.138.194.121,8880,8880,false,NRT,Asia Pacific,Tokyo,73,8.63
131.186.41.82,2053,2053,true,NRT,Asia Pacific,Tokyo,71,8.63
141.147.168.159,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.63
141.147.168.159,80,80,false,NRT,Asia Pacific,Tokyo,72,8.63
158.179.186.138,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.63
132.145.113.148,8443,8443,true,NRT,Asia Pacific,Tokyo,138,8.62
141.147.179.64,2086,2086,false,NRT,Asia Pacific,Tokyo,73,8.62
132.145.126.204,2096,2096,true,NRT,Asia Pacific,Tokyo,93,8.62
132.145.124.198,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.62
158.101.150.126,8080,8080,false,NRT,Asia Pacific,Tokyo,80,8.62
158.101.137.74,2087,2087,true,NRT,Asia Pacific,Tokyo,113,8.61
141.147.160.86,2082,2082,false,NRT,Asia Pacific,Tokyo,74,8.61
150.230.220.232,2095,2095,false,NRT,Asia Pacific,Tokyo,70,8.61
158.179.180.109,8443,8443,true,NRT,Asia Pacific,Tokyo,110,8.61
140.238.62.12,2087,2087,true,NRT,Asia Pacific,Tokyo,140,8.60
140.238.33.94,2053,2053,true,NRT,Asia Pacific,Tokyo,147,8.60
140.238.48.45,80,80,false,NRT,Asia Pacific,Tokyo,72,8.60
131.186.36.248,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.59
158.101.149.71,2052,2052,false,NRT,Asia Pacific,Tokyo,131,8.59
141.147.175.230,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.59
140.238.33.165,2096,2096,true,NRT,Asia Pacific,Tokyo,107,8.58
141.147.167.40,2087,2087,true,NRT,Asia Pacific,Tokyo,204,8.58
158.101.147.4,2083,2083,true,NRT,Asia Pacific,Tokyo,157,8.57
138.3.212.144,2095,2095,false,NRT,Asia Pacific,Tokyo,73,8.57
150.230.219.83,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.56
140.238.44.118,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.56
158.101.158.238,8443,8443,true,NRT,Asia Pacific,Tokyo,137,8.56
150.230.97.239,2096,2096,true,NRT,Asia Pacific,Tokyo,102,8.56
158.101.146.165,8080,8080,false,NRT,Asia Pacific,Tokyo,76,8.56
158.101.150.74,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.55
168.138.208.24,2053,2053,true,NRT,Asia Pacific,Tokyo,79,8.55
158.179.188.175,2082,2082,false,NRT,Asia Pacific,Tokyo,71,8.55
140.238.50.32,2095,2095,false,NRT,Asia Pacific,Tokyo,71,8.55
141.147.178.202,80,80,false,NRT,Asia Pacific,Tokyo,71,8.54
140.238.48.45,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.54
158.179.178.142,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.54
131.186.45.88,2082,2082,false,NRT,Asia Pacific,Tokyo,79,8.54
130.162.166.194,443,443,true,FRA,Europe,Frankfurt,204,8.54
131.186.40.31,80,80,false,HKG,Asia Pacific,Hong Kong,127,8.53
132.145.121.123,2082,2082,false,NRT,Asia Pacific,Tokyo,72,8.53
141.147.168.13,8443,8443,true,NRT,Asia Pacific,Tokyo,318,8.53
158.101.139.42,2087,2087,true,NRT,Asia Pacific,Tokyo,239,8.53
140.83.35.10,2082,2082,false,NRT,Asia Pacific,Tokyo,72,8.53
168.138.208.164,8443,8443,true,NRT,Asia Pacific,Tokyo,93,8.53
132.145.123.14,2096,2096,true,NRT,Asia Pacific,Tokyo,72,8.52
141.147.164.153,2052,2052,false,NRT,Asia Pacific,Tokyo,72,8.52
141.147.167.102,8080,8080,false,NRT,Asia Pacific,Tokyo,98,8.52
141.147.174.190,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.52
131.186.63.184,8443,8443,true,NRT,Asia Pacific,Tokyo,124,8.51
141.147.186.210,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.51
131.186.63.184,2087,2087,true,NRT,Asia Pacific,Tokyo,141,8.51
141.147.181.148,2095,2095,false,NRT,Asia Pacific,Tokyo,71,8.51
141.147.178.115,2086,2086,false,NRT,Asia Pacific,Tokyo,68,8.51
131.186.46.75,2087,2087,true,NRT,Asia Pacific,Tokyo,108,8.51
140.238.60.71,2096,2096,true,NRT,Asia Pacific,Tokyo,95,8.51
168.138.212.74,2052,2052,false,NRT,Asia Pacific,Tokyo,69,8.50
138.3.220.4,2053,2053,true,NRT,Asia Pacific,Tokyo,119,8.50
158.101.155.158,2086,2086,false,NRT,Asia Pacific,Tokyo,72,8.50
168.138.194.121,2096,2096,true,NRT,Asia Pacific,Tokyo,83,8.50
158.101.144.34,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.49
158.179.186.251,8443,8443,true,NRT,Asia Pacific,Tokyo,145,8.49
141.147.181.148,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.49
140.238.39.21,2053,2053,true,NRT,Asia Pacific,Tokyo,85,8.48
158.101.142.103,2083,2083,true,NRT,Asia Pacific,Tokyo,193,8.48
141.147.166.95,2087,2087,true,NRT,Asia Pacific,Tokyo,185,8.48
141.147.179.64,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.48
168.138.214.62,2083,2083,true,NRT,Asia Pacific,Tokyo,74,8.47
158.179.179.70,2082,2082,false,NRT,Asia Pacific,Tokyo,79,8.47
140.238.51.184,2095,2095,false,NRT,Asia Pacific,Tokyo,71,8.47
141.147.167.40,2086,2086,false,NRT,Asia Pacific,Tokyo,78,8.47
132.145.120.197,8443,8443,true,NRT,Asia Pacific,Tokyo,90,8.47
140.238.33.94,8080,8080,false,NRT,Asia Pacific,Tokyo,68,8.47
131.186.59.232,80,80,false,HKG,Asia Pacific,Hong Kong,129,8.46
141.147.191.211,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.46
141.147.175.230,2095,2095,false,NRT,Asia Pacific,Tokyo,141,8.46
158.101.137.96,8443,8443,true,NRT,Asia Pacific,Tokyo,130,8.45
131.186.43.107,2053,2053,true,NRT,Asia Pacific,Tokyo,167,8.45
168.138.213.210,8080,8080,false,NRT,Asia Pacific,Tokyo,69,8.45
158.101.159.212,8443,8443,true,NRT,Asia Pacific,Tokyo,201,8.45
132.145.120.197,2087,2087,true,NRT,Asia Pacific,Tokyo,88,8.45
140.238.48.97,2095,2095,false,NRT,Asia Pacific,Tokyo,70,8.45
168.138.198.202,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.44
150.230.97.239,2053,2053,true,NRT,Asia Pacific,Tokyo,94,8.44
140.238.61.78,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.43
168.138.211.217,2096,2096,true,NRT,Asia Pacific,Tokyo,72,8.43
141.147.181.242,2083,2083,true,NRT,Asia Pacific,Tokyo,157,8.42
158.101.146.203,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.42
168.138.205.195,2087,2087,true,NRT,Asia Pacific,Tokyo,74,8.42
132.145.123.14,2053,2053,true,NRT,Asia Pacific,Tokyo,72,8.42
150.230.99.173,80,80,false,NRT,Asia Pacific,Tokyo,70,8.42
158.101.144.189,2083,2083,true,NRT,Asia Pacific,Tokyo,248,8.42
168.138.213.116,2086,2086,false,NRT,Asia Pacific,Tokyo,69,8.42
140.238.41.167,2053,2053,true,NRT,Asia Pacific,Tokyo,150,8.40
158.101.152.221,2083,2083,true,NRT,Asia Pacific,Tokyo,158,8.40
141.147.189.23,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.40
168.138.208.24,80,80,false,NRT,Asia Pacific,Tokyo,72,8.39
138.3.212.226,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.39
131.186.45.88,2053,2053,true,NRT,Asia Pacific,Tokyo,133,8.38
131.186.62.26,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.38
158.179.183.2,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.37
140.238.36.216,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.37
168.138.206.109,2083,2083,true,NRT,Asia Pacific,Tokyo,77,8.37
132.145.114.4,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.37
168.138.206.236,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.36
132.226.5.76,8880,8880,false,NRT,Asia Pacific,Tokyo,69,8.36
141.147.191.132,2095,2095,false,NRT,Asia Pacific,Tokyo,69,8.36
168.138.208.17,80,80,false,NRT,Asia Pacific,Tokyo,69,8.36
140.83.35.198,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.36
158.101.140.154,2087,2087,true,NRT,Asia Pacific,Tokyo,164,8.36
146.56.162.25,80,80,false,ICN,Asia Pacific,Seoul,88,8.36
168.138.200.159,2096,2096,true,NRT,Asia Pacific,Tokyo,110,8.35
158.101.150.74,8443,8443,true,NRT,Asia Pacific,Tokyo,166,8.34
141.147.175.230,8880,8880,false,NRT,Asia Pacific,Tokyo,69,8.34
141.147.169.195,2082,2082,false,NRT,Asia Pacific,Tokyo,81,8.34
158.101.149.122,80,80,false,NRT,Asia Pacific,Tokyo,70,8.34
141.147.181.148,2053,2053,true,NRT,Asia Pacific,Tokyo,273,8.33
168.138.192.185,8443,8443,true,NRT,Asia Pacific,Tokyo,78,8.33
131.186.43.207,2053,2053,true,NRT,Asia Pacific,Tokyo,100,8.33
158.179.190.253,2082,2082,false,NRT,Asia Pacific,Tokyo,71,8.32
138.3.211.101,2096,2096,true,NRT,Asia Pacific,Tokyo,97,8.31
131.186.34.244,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.31
158.179.189.106,80,80,false,NRT,Asia Pacific,Tokyo,70,8.30
131.186.58.151,8880,8880,false,NRT,Asia Pacific,Tokyo,69,8.30
140.238.59.255,8443,8443,true,NRT,Asia Pacific,Tokyo,128,8.30
168.138.200.159,8080,8080,false,NRT,Asia Pacific,Tokyo,72,8.30
168.138.196.237,2083,2083,true,NRT,Asia Pacific,Tokyo,77,8.30
158.179.189.106,8080,8080,false,NRT,Asia Pacific,Tokyo,70,8.29
141.147.169.131,8880,8880,false,NRT,Asia Pacific,Tokyo,69,8.29
158.101.155.246,8080,8080,false,NRT,Asia Pacific,Tokyo,144,8.29
158.179.184.166,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.29
141.147.166.95,8080,8080,false,NRT,Asia Pacific,Tokyo,70,8.29
168.138.194.121,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.28
158.101.159.212,2083,2083,true,NRT,Asia Pacific,Tokyo,72,8.28
158.101.159.212,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.28
131.186.63.127,2053,2053,true,NRT,Asia Pacific,Tokyo,118,8.28
150.230.219.83,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.28
131.186.41.255,8080,8080,false,NRT,Asia Pacific,Tokyo,73,8.28
138.3.210.114,2095,2095,false,NRT,Asia Pacific,Tokyo,67,8.28
168.138.212.184,2083,2083,true,NRT,Asia Pacific,Tokyo,72,8.28
140.238.51.89,2095,2095,false,NRT,Asia Pacific,Tokyo,74,8.28
131.186.37.191,2096,2096,true,NRT,Asia Pacific,Tokyo,101,8.27
158.179.186.234,2083,2083,true,NRT,Asia Pacific,Tokyo,79,8.26
150.230.107.94,2087,2087,true,NRT,Asia Pacific,Tokyo,130,8.26
140.238.62.12,2086,2086,false,NRT,Asia Pacific,Tokyo,74,8.26
141.147.183.96,2087,2087,true,NRT,Asia Pacific,Tokyo,165,8.26
138.3.223.70,8880,8880,false,NRT,Asia Pacific,Tokyo,71,8.25
158.101.150.74,2096,2096,true,NRT,Asia Pacific,Tokyo,119,8.25
132.145.120.182,2087,2087,true,NRT,Asia Pacific,Tokyo,130,8.25
150.230.108.135,8443,8443,true,NRT,Asia Pacific,Tokyo,87,8.25
141.147.181.242,2087,2087,true,NRT,Asia Pacific,Tokyo,164,8.25
131.186.34.244,2087,2087,true,NRT,Asia Pacific,Tokyo,124,8.25
140.238.52.81,2095,2095,false,NRT,Asia Pacific,Tokyo,72,8.24
158.101.144.34,2087,2087,true,NRT,Asia Pacific,Tokyo,92,8.24
140.238.34.208,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.24
132.145.121.34,2096,2096,true,NRT,Asia Pacific,Tokyo,106,8.24
131.186.63.127,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.23
168.138.209.84,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.23
131.186.59.94,2086,2086,false,NRT,Asia Pacific,Tokyo,69,8.23
131.186.43.207,8080,8080,false,NRT,Asia Pacific,Tokyo,70,8.22
